Name       RA      Dec  perr  T90  flu fle   P1 p1e  Phi  Sp     Phie
160712A	304.166	-26.965	1.3	NA	26	2	2.4	0.4	1.18  PL	0.13
160709A	235.996	-28.188	2.4	4.8	4.5	0.7	2.7	0.4	1.11  PL	0.28
160705B	168.107	46.707	2.3	54.4	7.3	1.1	0.5	0.2	1.79  PL	0.27
160703A	287.414	36.913	1.0	44.4	90	2	5.8	0.3	1.34  PL	0.04
160630A	198.238	-56.029	1.4	29.50	12	1	1.2	0.2	1.32  PL	0.14
160625A	176.939	-65.142	1.0	53.9	33	1	3.0	0.2	2.08  NA	0.07
160624A	330.210	29.667	2.6	0.2	0.40	0.09	0.5	0.1	0.57  PL	0.45
160612A	348.364	-25.375	3	NA	1.16	0.12	NA	NA	0.74  PL	0.17
160611A	164.417	-70.396	1.2	34.1	17	1	2.0	0.3	1.67  PL	0.12
160607A	13.661	-4.952	1.0	33.4	210	0	21.8	0.5	1.15  CPL	0.10
160601A	234.923	64.532	1.9	0.12	0.66	0.11	0.9	0.2	1.04  PL	0.24
160525B	149.438	51.197	2.2	0.29	0.32	0.08	0.9	0.2	1.89  PL	0.35
160525A	103.575	-0.199	3.4	NA	1.9	0.7	0.06	0.02	2.58  PL	0.54
160519A	71.122	31.246	2.2	35.57	12	2	2.4	0.5	1.95  PL	0.25
160506A	265.857	-46.127	1.6	254.5	15	2	0.4	0.3	2.09  PL	0.21
160504A	170.073	56.002	1.7	53.9	7.3	0.9	0.7	0.1	1.88  PL	0.20
160501A	286.389	-17.249	1.8	118	9.5	1.3	0.5	0.2	0.6  CPL	1.3
160425A	280.339	-54.343	3.5	304.58	21	2	2.8	0.2	2.20  PL	0.18
160424A	319.482	-60.408	1.2	6.3	12	1	5.1	0.4	1.40  PL	0.10
160419A	16.418	-27.341	1.0	8.8	35	2	8.9	0.7	0.76  CPL	0.33
160417A	120.260	7.646	1.9	15	5.9	0.8	1.0	0.3	1.93  PL	0.24
160412A	33.074	-67.636	1.0	31.6	19	1	1.6	0.2	1.88  PL	0.08
160411A	349.370	-40.258	2.4	0.36	0.80	0.18	1.5	0.3	1.43  PL	0.28
160410A	150.695	3.461	1.5	8.2	7.8	0.8	3.5	0.3	0.93  PL	0.17
160409A	289.705	-5.390	3	NA	NA	NA	NA	NA	NA	NA NA
160408A	122.561	71.128	1.8	0.32	1.6	0.2	2.1	0.3	0.85  PL	0.25
160327A	146.698	54.018	1.0	28	14	1	1.8	0.2	1.84  PL	0.11
160325A	15.697	-72.702	1.0	64.9	71	2	5.2	0.2	1.27  PL	0.04
160321A	99.420	5.753	1.6	33.6	5.3	0.7	0.5	0.1	1.89  PL	0.19
160314A	112.766	17.024	1.7	8.73	2.8	0.4	0.9	0.2	1.53  PL	0.22
160313A	183.821	57.278	2.0	42.6	5.8	0.8	0.4	0.1	1.36  PL	0.23
160303A	168.710	22.710	2.1	5.0	1.5	0.3	1.0	0.1	1.01  PL	0.33
160228A	107.311	26.946	1.3	98.36	20	1	1.2	0.1	1.31  PL	0.11
160227A	195.034	78.672	2.8	316.5	31	2	0.6	0.1	0.75  CPL	0.51
160225A	164.217	53.659	1.9	157	16	2	1.0	0.2	1.55  PL	0.23
160223A	147.603	9.369	1.0	127	50	2	3.1	0.2	1.34  PL	0.07
160220B	259.851	-18.123	1.0	31.4	70	2	6.6	0.4	0.75  CPL	0.20
160220A	236.942	-18.539	1.8	8.3	5.2	0.7	1.0	0.3	1.55  PL	0.24
160216A	311.679	-71.550	1.0	11.0	20	1	7.3	0.5	1.48  PL	0.08
160203A	161.967	-24.772	1.7	20.2	12	1	1.3	0.4	1.93  PL	0.20
160131A	78.170	-7.037	1.1	325	204	5	6.4	0.3	1.24  PL	0.05
160127A	225.966	0.080	1.8	6.16	3.3	0.5	1.4	0.3	0.99  CPL	1.11
160123A	150.277	-33.790	1.6	3.95	3.5	0.4	1.3	0.2	1.51  PL	0.16
160121A	109.080	-23.590	1.2	12.0	6.1	0.5	1.2	0.2	1.77  PL	0.13
160119A	211.916	20.453	2.0	116	71	2	2.9	0.2	1.68  PL	0.05
160117B	132.190	-16.340	3	NA	NA	NA	NA	NA	NA	NA NA
160117A	20.367	-0.677	1.8	118.58	31	2	1.4	0.2	2.14  PL	0.11
160104A	76.808	11.334	1.7	16.2	4.0	0.5	1.0	0.2	1.76  PL	0.19
151229A	329.363	-20.732	1.0	1.78	5.9	0.4	7.2	0.4	1.84  PL	0.10
151228B	344.431	8.081	1.0	48.0	24	1	1.0	0.2	1.09  CPL	0.34
151228A	214.017	-17.665	1.8	0.27	0.84	0.11	0.9	0.2	0.85  PL	0.20
151215A	93.622	35.529	2.8	17.8	3.1	0.7	1.6	0.2	1.99  PL	0.33
151210A	65.080	-71.225	1.8	94.9	13	2	0.8	0.2	0.82  CPL	0.79
151205B	41.190	-43.461	2.3	1.4	0.77	0.16	0.7	0.2	1.74  PL	0.33
151205A	229.291	35.767	1.3	62.8	14	1	0.6	0.1	1.17  PL	0.13
151127A	19.664	-82.762	2.8	0.19	0.23	0.06	0.4	0.1	1.26  PL	0.33
151122A	299.704	-19.899	3	NA	NA	NA	NA	NA	NA	NA NA
151118A	57.169	65.889	1.4	23.4	4.5	0.6	1.2	0.1	1.80  PL	0.20
151114A	120.947	-61.033	1.8	4.86	3.7	0.6	2.9	0.4	2.14  PL	0.25
151112A	2.050	-61.680	2.6	19.32	9.4	1.2	1.9	0.2	1.77  PL	0.21
151111A	56.850	-44.154	1.0	76.93	17	1	1.0	0.1	0.79  CPL	0.45
151107A	217.139	-59.680	2.7	NA	NA	NA	NA	NA	NA	NA NA
151031A	83.189	-39.125	1.3	5.00	3.2	0.3	1.7	0.2	2.41  PL	0.18
151029A	38.537	-35.356	1.8	8.95	3.9	0.6	1.8	0.3	0.49  CPL	1.08
151027B	76.188	-6.428	2.4	80.00	15	3	NA	NA	1.83  PL	0.27
151027A	272.498	61.361	1.1	129.69	78	2	6.8	0.6	1.72  PL	0.05
151023A	271.012	-8.289	1.8	10.66	2.6	0.4	1.1	0.2	2.24  PL	0.24
151022A	349.223	55.812	2.3	116.7	11	2	0.8	0.2	1.98  PL	0.29
151021A	337.647	-33.189	1.0	110.2	280	10	9.7	0.8	1.57  PL	0.04
151006A	147.426	70.508	1.0	203.9	69	2	2.6	0.2	1.56  PL	0.06
151004A	213.613	-64.956	2.3	128.40	10	1	0.4	0.1	1.95  PL	0.23
151001B	336.974	64.637	2.1	109	14	2	0.5	0.3	2.12  PL	0.27
151001A	233.722	10.984	1.1	8.94	6.7	0.5	1.3	0.2	1.17  PL	0.11
150925A	227.538	-19.640	2.0	121	14	2	0.6	0.2	2.19  PL	0.20
150915A	319.675	-34.874	2.3	164.7	8.0	1.8	0.5	0.2	2.51  PL	0.42
150911A	67.428	5.731	1.0	7.2	21	1	5.2	0.3	1.02  CPL	0.26
150910A	5.677	33.466	2.3	112.2	48	4	1.1	0.4	1.42  PL	0.12
150907B	255.265	-63.798	1.8	62.0	11	2	1.0	0.2	0.17  CPL	1.03
150901A	183.609	25.076	2.7	64.0	4.5	1.3	NA	NA	2.72  PL	0.53
150831B	271.030	-27.243	2.0	6.2	14	2	6.1	1.1	1.87  PL	0.19
150831A	221.034	-25.619	1.3	1.15	3.8	0.3	3.4	0.3	0.81  PL	0.16
150821A	341.913	-57.883	1.7	172.1	7.9	1.9	NA	NA	2.10  PL	0.37
150819A	42.340	9.787	2.8	52.1	4.8	0.9	0.3	0.1	1.72  PL	0.27
150818A	230.340	68.342	1.1	123.3	41	2	2.4	0.3	1.96  PL	0.09
150817A	249.635	-12.050	1.0	38.8	59	1	9.6	0.3	1.78  PL	0.04
150811A	291.347	-15.434	1.9	34.00	4.9	0.8	0.5	0.2	2.13  PL	0.27
150801B	82.961	-5.374	1.4	426	31	2	2.5	0.2	1.84  PL	0.14
150728A	292.271	33.906	2.6	0.83	0.33	0.1	0.5	0.1	2.02  PL	0.48
150727A	203.968	-18.320	1.0	88	37	2	1.0	0.2	1.14  PL	0.07
150724A	97.549	-19.147	1.9	280	22	2	0.9	0.2	2.06  PL	0.15
150722A	218.297	-35.196	2.8	67	6.1	0.9	0.4	0.1	1.79  PL	0.26
150720A	119.577	-28.281	1.5	151	5.6	1.0	0.3	0.1	2.61  PL	0.33
150716A	278.481	-12.978	1.1	44	15	1	0.8	0.1	1.54  PL	0.10
150711A	221.624	-35.464	1.0	64.2	43	2	3.8	0.4	1.79  PL	0.08
150710B	83.191	-46.960	1.2	15	3.5	0.1	8.3	0.3	0.99  CPL	0.09
150710A	194.484	14.309	1.5	0.15	0.71	0.09	0.7	0.1	0.63  PL	0.20
150626B	187.627	66.794	1.9	48.0	10	1	0.6	0.2	1.36  PL	0.21
150626A	111.353	-37.803	1.9	144	18	2	0.4	0.3	2.11  PL	0.19
150616A	314.713	-53.403	1.2	599.5	190	10	2.9	0.4	1.37  CPL	0.25
150615A	107.554	-22.466	1.8	27.6	5.5	0.7	0.6	0.2	1.84  PL	0.21
150607A	140.015	68.436	1.2	26.3	23	2	4.9	0.5	0.99  CPL	0.41
150530B	7.496	44.290	3	NA	1.25	0.2	NA	NA	1.7  PL	0.2
150530A	327.511	57.519	1.2	6.62	18	1	4.1	0.6	1.49  PL	0.11
150527A	288.962	4.195	1.0	112	31	2	0.3	0.2	1.69  PL	0.10
150513A	49.044	-22.868	1.0	162	54	2	2.9	0.3	1.40  PL	0.07
150430A	326.481	-27.919	1.6	107.1	69	5	5.0	1.0	1.43  PL	0.12
150428B	292.661	4.114	1.3	130.9	37	3	1.4	0.3	1.0  CPL	0.5
150428A	188.539	6.967	1.2	53.2	63	3	3.0	0.5	1.28  PL	0.09
150424A	152.305	-26.646	1.0	91	15	1	12.0	0.4	1.23  PL	0.15
150423A	221.601	12.264	1.9	0.22	0.63	0.10	0.9	0.1	0.84  PL	0.24
150413A	190.396	71.839	1.9	263.6	43	4	1.6	0.3	1.75  PL	0.14
150407A	216.603	38.541	3	NA	NA	NA	NA	NA	NA	NA NA
150403A	311.505	-62.706	1.0	40.90	170	3	17.6	-.6	1.23  PL	0.04
150402A	173.658	40.992	2.5	14	NA	NA	NA	NA	NA	NA NA
150323C	192.625	50.165	2.4	159.4	13	3	1.1	0.3	2.09  PL	0.32
150323B	260.447	38.316	1.5	60	NA	NA	NA	NA	NA	NA NA
150323A	128.173	45.442	2.1	149.6	61	2	5.4	0.3	1.85  PL	0.07
150318A	324.990	-61.461	1.2	83.88	25	2	1.1	0.2	2.00  PL	0.12
150317A	138.995	55.477	1.7	23.29	6.5	0.6	1.2	0.2	1.52  PL	0.16
150314A	126.661	63.839	1.0	14.79	220	3	38.5	0.9	1.08  PL	0.03
150309A	277.004	86.417	1.9	242	170	0	9.0	0.3	1.05  CPL	0.16
150302A	175.515	36.852	2.8	23.74	2.6	0.6	0.4	0.1	1.69  PL	0.33
150301B	89.159	-57.969	1.0	12.44	18	1	3.0	0.2	1.46  PL	0.07
150301A	244.281	-48.732	1.9	0.48	0.74	0.10	1.0	0.2	1.44  PL	0.23
150222A	198.787	-12.151	1.0	15.90	22	1	4.7	0.3	1.61  PL 	0.08
150213B	253.448	34.165	1.8	181	30	4	1.1	0.4	0.80  CPL	0.79
150212A	285.497	47.389	1.2	11.4	8.9	0.6	1.9	0.2	1.50  PL	0.11
150211A	254.846	55.390	1.0	13.6	NA	NA	NA	NA	NA	NA NA
150206A	10.076	-63.181	1.0	83.2	139	3	10.1	0.4	1.33  PL	0.04
150204A	160.241	-64.043	1.5	12	8.0	0.4	1.85	0.12	1.62  PL	0.10
150203A	98.394	6.952	1.1	25.8	9.1	0.6	0.9	0.1	1.90  PL	0.12
150202A	39.261	-33.132	1.7	25.7	6.1	0.7	1.0	0.2	1.50  PL	0.19
150201A	11.820	-37.620	1.7	26.1	7.8	1.2	NA	NA	2.32  PL	0.24
150120B	39.309	8.064	2.3	24.30	5.4	0.8	1.2	0.2	2.20  PL	0.25
150120A	10.330	33.980	1.5	1.20	1.4	0.2	1.8	0.2	1.81  PL	0.18
150110B	289.374	32.529	1.2	10.6	4.9	0.4	1.4	0.2	1.89  PL	0.13
150103A	131.674	-48.896	2.0	49.1	8.2	1.3	0.5	0.2	-0.03  CPL	1.01
150101B	188.044	-10.956	2.5	0.018	0.23	0.06	NA	NA	3.3  PL	0.5
150101A	312.599	36.669	2.5	0.060	0.23	0.05	0.3	0.1	1.26  PL	0.31
141229A	72.42829 -18.76772 	2.5	7	15	3	1.2	0.5	1.29  PL	0.17
141225A	138.754	33.774	2.2	40.24	25	2	1.3	0.4	1.32  PL	0.15
141221A	198.283	8.197	1.1	36.9	21	1	3.1	0.2	1.74  PL	0.08
141220A	195.058	32.146	1.2	7.21	26	1	8.9	0.7	0.62  CPL	0.38
141212B	250.866	31.749	1.0	10.5	12	1	3.9	0.3	1.46  PL	0.09
141212A	39.167	18.163	1.9	0.30	0.72	0.12	1.2	0.2	1.61  PL	0.23
141205A	92.859	37.876	2	1.1	1.2	0.3	NA	NA	0.985  PL	0.002
141130A	222.804	47.323	1.4	62.9	28	1	1.2	0.2	1.56  PL	0.08
141121A	122.665	22.206	2.1	549.9	53	4	0.9	0.3	1.73  PL	0.13
141109B	222.453	73.141	2.6	54.2	6.3	0.9	0.4	0.1	1.85  PL	0.22
141109A	144.563	-0.581	3.0	200	68	3	2.5	0.2	1.52  PL	0.07
141102A	208.614	-47.100	4	2.5	NA	NA	NA	NA	1.3  PL	0.5
141031B	356.883	41.355	2.2	16.0	2.5	0.5	0.3	0.1	1.36  PL	0.35
141031A	128.632	-59.160	1.4	920	29	5	0.5	0.2	1.21  PL	0.13
141026A	44.049	26.925	1.9	146	13	1	0.4	0.2	2.34  PL	0.19
141022A	241.930	-72.152	2.2	8.72	4.8	0.7	0.9	0.3	1.31  PL	0.27
141020A	225.054	55.328	1.7	15.55	4.6	0.6	0.7	0.2	1.74  PL	0.18
141017A	93.601	-58.596	2.1	55.7	31	1	6.7	0.3	1.05  CPL	0.28
141015A	87.535	18.370	2.2	11.0	1.6	0.4	0.5	0.1	1.90  PL	0.37
141005A	291.103	36.098	1.7	4.34	11	1	4.2	0.8	1.33  PL	0.18
141004A	76.721	12.828	1.0	3.92	6.7	0.3	6.1	0.3	1.86  PL	0.08
140930B	6.360	24.298	1.6	0.84	4.2	0.4	4.0	0.4	0.64  PL	0.19
140927A	291.802	-65.400	2.2	6.26	2.7	0.5	0.9	0.2	1.82  PL	0.30
140919A	221.540	-32.153	1.5	151.3	59	4	2.0	0.5	1.74  PL	0.12
140916A	40.384	-39.688	2.4	80.1	17	3	1.3	0.4	2.15  PL	0.27
140909A	193.638	63.494	NA	NA	NA	NA	NA	NA	NA	NA NA
140907A	48.133	46.596	1.4	79.2	43	2	2.5	0.2	1.72  PL	0.07
140903A	238.021	27.608	1.0	0.30	1.4	0.1	2.5	0.2	1.99  PL	0.12
140901B	112.184	-29.209	2.0	10	9.5	1.3	NA	NA	1.20  PL	0.22
140828A	142.029	14.569	1.3	18.8	13	1	2.2	0.3	0.6  CPL	0.7
140824A	206.627	33.285	1.7	3.09	1.9	0.2	1.2	0.2	1.98  PL	0.21
140818B	271.168	-1.354	2.1	18.1	5.4	0.8	1.1	0.3	1.99  PL	0.25
140817A	127.244	58.191	1.0	244	46	2	7.2	0.3	1.48  PL	0.08
140730A	56.350	-66.580	2.1	41.3	2.8	0.5	0.5	0.1	2.50  PL	0.32
140719B	39.731	-2.384	1.7	53.0	13	1	0.7	0.2	1.8  PL	0.2
140719A	171.571	-50.115	2.4	48	4.3	0.8	0.2	0.1	1.9  PL	0.3
140716A	108.133	-60.150	1.5	104	59	12	5.2	1.5	1.61  PL	0.33
140713A	281.141	59.623	1.2	5.30	3.7	0.3	1.9	0.2	1.84  PL	0.14
140710A	41.088	35.499	1.8	3.52	2.3	0.3	1.9	0.3	2.00  PL	0.23
140709B	146.040	63.536	1.1	155.0	42	2	0.9	0.1	0.79  CPL	0.30
140709A	304.666	51.222	1.0	98.6	53	2	3.1	0.3	1.23  CPL	0.27
140706A	49.269	-38.058	1.1	48.3	20	1	1.8	0.2	1.8  PL	0.1
140703A	13.010	45.102	1.6	67.1	39	3	2.8	0.6	1.74  PL	0.13
140629A	249.017	41.897	1.8	42.0	24	2	4.2	0.4	1.86  PL	0.11
140628A	40.672	-0.378	1.0	10.5	13	1	2.8	0.2	1.56  PL	0.09
140626A	77.163	-82.625	1.5	16.4	3.6	0.5	0.7	0.1	0.61  CPL	0.88
140622A	317.153	-14.412	2.5	0.13	0.27	0.05	0.6	0.2	NA	NA NA
140619A	27.096	-39.249	1.8	233.9	210	4	4.6	0.2	1.45  CPL	0.14
140614C	147.423	71.945	3	NA	1.6	0.5	NA	NA	NA	NA NA
140614B	322.636	14.895	2.1	49.8	5.5	1.0	0.5	0.2	2.04  PL	0.26
140614A	231.171	-79.110	2.4	720	13	4	NA	NA	1.50  PL	0.46
140611A	349.939	-40.111	4	1.9	NA	NA	NA	NA	NA	NA NA
140610A	286.261	3.899	1.0	NA	NA	NA	1.4	0.2	1.57  PL	0.06
140607A	86.373	18.904	1.9	109.9	22	3	0.9	0.4	1.78  PL	0.23
140606A	201.799	37.599	2.4	0.34	0.51	0.10	0.5	0.1	0.53  PL	0.36
140529A	228.810	-41.042	1.2	4.5	22	1	11.5	0.7	0.85  CPL	0.35
140521A	320.177	67.587	1.1	9.88	9.5	0.6	1.9	0.2	1.42  PL	0.11
140518A	227.231	42.396	1.8	60.5	10	1	1.0	0.1	0.92  CPL	0.61
140516A	252.972	39.958	2.6	0.19	0.23	0.06	0.5	0.1	1.87  PL	0.33
140515A	186.071	15.099	1.2	23.4	5.9	0.6	0.9	0.1	0.98  CPL	0.64
140512A	289.366	-15.087	1.1	154.8	140	3	6.8	0.3	1.45  PL	0.04
140509A	46.564	-62.662	1.9	23.20	12	2	1.6	0.4	1.59  PL	0.20
140506A	276.806	-55.556	1.6	111.1	28	3	10.9	0.9	1.68  PL	0.16
140502A	319.172	48.975	1.2	16.9	6.7	0.5	0.9	0.1	1.22  PL	0.13
140430A	102.942	23.033	1.0	173.6	11	2	2.5	0.2	2.00  PL	0.22
140428A	194.365	28.331	2.2	17.42	3.4	0.6	0.6	0.2	1.54  PL	0.26
140423A	197.276	49.838	1.0	134	94	3	2.1	0.2	1.33  PL	0.06
140419A	127.001	46.234	1.0	94.7	160	0	4.9	0.2	1.21  PL	0.04
140414A	195.310	56.902	4	0.7	1.22	0.10	NA	NA	0.74  PL	0.18
140413A	65.439	-51.188	1.3	139.6	94	5	2.3	0.5	1.49  PL	0.08
140412A	145.032	-65.826	1.7	39.6	7.2	0.8	1.1	0.2	1.95  PL	0.19
140408A	290.723	-12.585	1.9	4.00	3.1	0.5	1.2	0.3	1.49  PL	0.25
140402A	207.592	5.971	2.8	0.031	0.38	0.12	NA	NA	0.89  PL	0.44
140331A	134.860	2.755	3.2	209	6.7	1.3	0.31	0.13	2.01  PL	0.29
140323A	356.975	-79.916	1.0	104.9	160	0	6.2	0.7	1.35  CPL	0.17
140320A	281.843	-11.188	2.4	0.45	0.49	0.10	0.6	0.2	1.24  PL	0.36
140318A	184.049	20.225	2.1	8.43	2.9	0.5	0.5	0.2	1.35  PL	0.28
140311B	252.333	52.733	1.2	70	NA	NA	NA	NA	1.12  PL	0.15
140311A	209.293	0.607	3.8	71.4	23	3	1.3	0.5	1.67  PL	0.23
140305A	344.497	15.448	1.7	13.7	4.7	0.7	1.0	0.2	0.32  CPL	0.92
140304A	30.653	33.480	1.0	15.6	12	1	1.7	0.2	1.29  PL	0.08
140302A	253.862	-12.875	1.1	87.5	27	1	1.7	0.2	1.09  PL	0.09
140301A	69.521	-34.249	1.9	31.0	4.4	0.8	0.7	0.2	1.96  PL	0.28
140215A	104.129	41.787	1.1	84.2	78	3	7.9	0.7	1.19  PL	0.08
140213A	105.166	-73.136	1.0	60.0	120	0	23.5	0.8	1.80  PL	0.04
140211A	124.233	20.237	1.4	89.4	18	1	0.7	0.2	2.10  PL	0.14
140209A	81.328	32.488	1.0	21.3	41	2	38.1	1.1	1.44  PL	0.06
140206A	145.321	66.762	1.0	93.6	160	3	19.4	0.5	1.04  CPL	0.15
140129B	326.764	26.215	2.1	1.36	0.71	0.14	0.9	0.2	2.23  PL	0.33
140129A	37.851	-1.594	2.2	2.99	1.3	0.3	0.9	0.2	2.08  PL	0.33
140118A	330.999	-17.937	1.5	84.15	26	2	1.9	0.3	1.87  PL	0.13
140114A	188.498	27.942	1.9	139.7	32	1	0.9	0.1	2.06  PL	0.09
140108A	325.129	58.749	1.0	94	70	2	6.1	0.3	1.62  PL	0.05
140103A	232.114	37.752	1.7	17.3	6.0	0.7	2.1	0.3	2.6  PL	0.2
140102A	211.915	1.332	1.0	65	77	2	29.8	0.6	1.38  PL	0.04
131229A	85.236	-4.401	1.0	13.86	66	1	10.7	0.3	1.02  PL	0.03
131227A	67.369	28.879	1.3	18.0	8.4	0.6	1.1	0.2	1.36  PL	0.12
131226A	301.309	-64.943	1.0	7.20	40	1	10.4	0.4	1.38  PL	0.04
131224B	163.722	-14.177	3	9	2.6	0.3	NA	NA	2.09  PL	0.20
131205A	131.573	-60.181	2.8	37.5	2.9	0.7	0.6	0.1	1.57  PL	0.38
131202A	344.005	-21.650	2.6	30.4	6.1	1.0	0.7	0.2	1.58  PL	0.26
131128A	355.305	31.293	1.6	3.00	3.2	0.4	2.7	0.3	1.81  PL	0.17
131127A	332.714	36.596	1.8	92.1	19	2	1.3	0.2	2.34  PL	0.16
131120A	278.937	-12.026	3.0	131	5.7	1.5	0.5	0.2	2.94  PL	0.50
131117A	332.354	-31.761	1.8	11.00	2.5	0.4	0.7	0.1	-0.40  CPL	1.41
131110A	69.268	-17.259	0.8	100	   35.3	1.0	NA	NA	1.61  PL	0.09
131105A	70.973	-63.005	1.5	112.3	71	5	3.5	0.6	1.45  PL	0.11
131103A	348.948	-44.645	1.8	17.3	8.2	1.0	1.5	0.3	1.97  PL	0.19
131031A	29.618	-1.603	4	NA	NA	NA	NA	NA	NA	NA NA
131030A	345.074	-5.380	1.0	41.1	290	0	28.1	0.7	1.30  PL	0.03
131024B	144.464	44.284	2.1	64.00	12	2	0.1	0.1	0.85  PL	0.23
131024A	290.544	-64.599	2.0	112.00	12	1	0.3	0.1	1.85  PL	0.18
131018A	98.473	-19.897	1.3	73.22	11	1	0.5	0.1	2.24  PL	0.14
131004A	296.108	-2.952	1.1	1.54	2.8	0.2	3.4	0.2	1.81  PL	0.11
131002B	75.135	-75.701	1.2	39.10	6.2	0.6	0.6	0.1	0.36  CPL	0.84
131002A	253.103	82.036	3.9	55.59	6.4	0.8	1.3	0.1	1.63  PL	0.19
131001A	8.304	25.557	1.6	4.9	4.9	0.6	2.57	0.25	0.8  CPL	0.6
130929A	135.028	-47.554	1.6	11.10	6.9	0.8	1.7	0.3	2.00  PL	0.18
130925A	41.186	-26.146	1.0	NA	410	10	7.3	0.6	1.85  CPL	0.14
130919A	207.281	-10.353	1.6	97.3	14	2	0.5	0.1	0.54  CPL	0.73
130913A	341.960	1.294	3.3	NA	1.3	0.4	NA	NA	0.9  PL	0.3
130912A	47.606	13.999	1.6	0.28	1.7	0.2	2.2	0.3	1.20  PL	0.20
130907A	215.898	45.602	1.0	NA	   1400	10	25.6	0.5	1.17  PL	0.02
130831B	192.454	-29.187	2.1	37.8	14	2	2.4	0.5	1.88  PL	0.21
130831A	358.635	29.431	1.0	32.5	65	0.2	13.6	0.6	1.93  PL	0.05
130829A	182.426	46.520	1.3	42.56	12	1	0.6	0.1	1.36  PL	0.12
130822A	27.940	-3.219	3	NA	NA	NA	NA	NA	NA	NA NA
130816B	170.049	-57.527	1.6	10.00	2.7	0.4	0.9	0.1	0.45  CPL	0.93
130816A	197.093	-58.996	2.6	29.97	4.3	1.0	1.5	0.2	1.86  PL	0.34
130812A	92.387	-13.285	1.0	7.6	5.9	0.3	2.8	0.2	2.52  PL	0.11
130807A	269.801	-27.616	1.7	NA	12	2	0.4	0.1	0.31  CPL	0.89
130806A	35.907	67.525	1.6	6.1	1.7	0.2	1.3	0.1	2.50  PL	0.22
130803A	220.256	-2.499	1.1	44	15	1	5.1	0.4	1.69  PL	0.14
130727A	330.790	-65.540	1.0	13.57	38	1	7.0	0.3	1.65  PL	0.05
130725B	214.233	-11.124	1.2	10.0	3.9	0.4	2.2	0.2	2.23  PL	0.17
130725A	230.060	0.624	2.5	101.8	9.7	1.7	0.6	0.2	1.60  PL	0.30
130722A	260.670	-2.979	3	NA	NA	NA	NA	NA	NA	NA NA
130719A	89.038	-11.591	1.9	177.7	23	2	0.6	0.2	1.63  PL	0.17
130716A	179.581	63.057	2.5	NA	NA	NA	NA	NA	NA	NA NA
130708A	17.474	0.003	2.4	9	78	18	NA	NA	NA	NA NA
130701A	357.224	36.100	1.0	4.38	44	1	17.1	0.7	0.90  CPL	0.21
130627B	181.914	-55.706	1.8	28.6	6.1	0.8	0.8	0.2	0.13  CPL	1.03
130627A	184.415	-37.114	2.8	30.8	9.1	1.9	1.8	0.5	1.84  PL	0.32
130626A	273.128	-9.525	1.8	0.16	0.52	0.08	0.9	0.2	-0.53  CPL	1.39
130625A	343.336	82.171	1.3	38.1	18	1	1.2	0.2	1.37  PL	0.09
130623A	20.723	-77.784	4	15	5.4	1.1	1.4	0.3	1.8  PL	0.2
130615A	274.963	-68.161	2.9	304	21	3	0.7	0.2	0.87  CPL	0.92
130612A	259.771	16.729	2.0	4.0	2.3	0.5	1.7	0.3	-0.14  CPL	1.71
130610A	224.414	28.187	2.4	46.4	25	1	1.7	0.2	1.27  PL	0.08
130609B	53.776	-40.168	1.0	210.6	160	0	8.5	0.4	1.32  PL	0.04
130609A	152.680	24.124	1.2	7.0	5.7	0.4	1.8	0.2	1.88  PL	0.11
130608A	24.597	41.492	2.5	151.38	9.0	1.9	0.6	0.3	2.71  PL	0.41
130606A	249.390	29.796	2.0	276.58	29	2	2.6	0.2	1.52  PL	0.12
130605A	134.536	-33.477	1.7	12.6	26	3	4.1	0.9	1.58  PL	0.17
130604A	250.166	68.225	1.1	37.7	14	1	0.8	0.2	1.51  PL	0.12
130603B	172.222	17.063	1.0	0.18	6.3	0.3	6.4	0.3	0.82  PL	0.07
130603A	86.859	82.910	1.6	76	19	1	0.8	0.1	1.83  PL	0.12
130529A	24.274	-64.143	1.9	128	14	2	0.5	0.1	1.56  PL	0.17
130528A	139.405	87.300	1.0	59.4	51	2	3.0	0.2	1.39  CPL	0.19
130527A	309.282	-24.726	1.1	44	120	4	20.1	1.4	1.25  PL	0.05
130521A	87.568	14.470	1.6	11.0	4.2	0.5	1.9	0.2	2.11  PL	0.20
130518B	321.555	-20.148	1.8	NA	8.0	NA	NA	NA	1.39  PL	0.14
130518A	355.671	47.478	2.9	NA	NA	NA	NA	NA	NA	NA NA
130515A	283.436	-54.283	1.6	0.29	1.5	0.2	1.4	0.2	0.77  PL	0.18
130514A	296.278	-7.974	1.0	204	91	2	2.8	0.3	1.80  PL	0.05
130511A	196.654	18.709	2.3	5.43	2.2	0.4	1.3	0.2	1.35  PL	0.31
130508A	305.351	34.966	2.2	42	6.6	1.0	0.7	0.2	1.80  PL	0.23
130505A	137.060	17.485	1.5	88	210	10	30.0	3.1	1.18  PL	0.07
130504A	272.459	-16.320	1.7	50	10	1	0.9	0.2	0.52  CPL	0.68
130502A	138.579	-0.134	1.8	3.0	3.8	0.4	2.9	0.3	1.78  PL	0.16
130427B	314.900	-22.548	1.4	27.0	15	1	3.0	0.4	1.64  PL	0.15
130427A	173.150	27.706	1.0	162.83	3100	30	331.0	4.6	1.21  PL	0.02
130420B	183.095	54.376	1.1	10.2	6.0	0.5	1.4	0.1	0.28  CPL	0.52
